Date,Adj Close,ema,rsi,macd,macd_signal
2010-01-05,89.09561157226562,113.48749942779541,100.0,0.006730666527388962,0.0037392591818827567
2010-01-06,89.15837860107422,113.56919996784092,100.0,0.011057057098554424,0.006738356688715406
2010-01-07,89.53468322753906,113.74841604351698,100.0,0.030084142324540153,0.014646820657490725
2010-01-08,89.83265686035156,113.94715013724309,100.0,0.05491079416154321,0.02662444247568815
2010-01-11,89.95812225341797,114.11229640789593,100.0,0.07564468870678809,0.039911654677283026
2010-01-12,89.119140625,114.02677904473194,51.30004665684927,0.039165794570763524,0.03972289738205996
2010-01-13,89.87187957763672,114.12932074242127,66.88303931478966,0.0597332149295795,0.04453175298283379
2010-01-14,90.11491394042969,114.25775365941928,70.19910940903422,0.08844700771963687,0.0546763946917375
2010-01-15,89.10344696044922,114.1647252191301,48.45546201503773,0.0410818973959266,0.051630438137990856
2010-01-19,90.21681213378906,114.29247415838205,62.29874392507226,0.08193019114681022,0.05825985096546873
2010-01-20,89.29947662353516,114.23764576331546,50.309573613901506,0.04649434586953305,0.05573311389709337
2010-01-21,87.58231353759766,113.90555881180276,36.24790519812884,-0.1041118332445592,0.02190436958241009
2010-01-22,85.62995910644531,113.31221728783312,27.005619024091118,-0.35980111141036275,-0.05794870183774812
2010-01-25,86.06900024414062,112.87812505009313,31.251166249155418,-0.514807360966401,-0.1526525283331283
2010-01-26,85.70833587646484,112.45248226459154,29.721922678572483,-0.6538533702261446,-0.25579592523583633
2010-01-27,86.11605834960938,112.14699360138216,33.673170762776564,-0.7196008370451636,-0.35069381817407624
2010-01-28,85.1281509399414,111.7389854645282,29.364995019007154,-0.840561752939621,-0.45046471787402975
2010-01-29,84.20291900634766,111.2520869660043,26.00895026112964,-0.9989930504375906,-0.561774527806046
2010-02-01,85.51232147216797,111.01070330229777,36.985306627262915,-1.0001906810876733,-0.6504804683264953
2010-02-02,86.54730224609375,110.9422707247094,44.05040879831048,-0.9017980606427045,-0.701211901673459
2010-02-03,86.11605834960938,110.82316755516777,41.94042382825863,-0.8517678368665003,-0.7315469216520739
2010-02-04,83.45803833007812,110.35930624523795,31.822543543027138,-1.0331788664863808,-0.7922315293155051
2010-02-05,83.63054656982422,109.97191906225241,32.952980512243855,-1.1467575625020174,-0.863473165065659
2010-02-08,83.02679443359375,109.548479192423,31.014661184953198,-1.2751161784246534,-0.9461139758935946
2010-02-09,84.06964111328125,109.3089686393603,37.818240028806,-1.2667054105801867,-1.010426635918995
2010-02-10,83.90498352050781,109.07428276478032,37.194492124879034,-1.2602357260219605,-1.0605095469882142
2010-02-11,84.78313446044922,108.97854242436081,42.62926741468841,-1.1604176608127688,-1.080529894737624
2010-02-12,84.71258544921875,108.88396621067021,42.312423657645944,-1.0755289888854662,-1.0795281634631257
2010-02-16,86.04549407958984,108.9697534494923,49.88908090175921,-0.8733058107439433,-1.0382325714524934
2010-02-17,86.45323181152344,109.0984154195021,51.96722876570707,-0.6672136502688772,-0.9639552264963036
2010-02-18,86.96290588378906,109.27825889751931,54.50692357313443,-0.4506194370606096,-0.8612066628101466
2010-02-19,87.14321899414062,109.46233827297327,55.40541936442572,-0.2590890542331863,-0.740706765210995
2010-02-22,87.158935546875,109.62958649515097,55.487764476075746,-0.1048625871361537,-0.6134734146227299
2010-02-23,86.10038757324219,109.6473018996954,48.922369263139636,-0.08408197092462899,-0.5075521591173118
2010-02-24,86.89234924316406,109.76211511710885,53.367864919008625,0.009093631013783465,-0.40418945797681644
2010-02-25,86.77471923828125,109.85076515360288,52.6351693941219,0.07055699947967753,-0.30921550983888973
2010-02-26,86.82960510253906,109.93738561395216,52.95973212576501,0.12314973317877786,-0.2227244977549428
2010-03-01,87.7313232421875,110.12717810940802,58.04603926990757,0.25043889168136957,-0.12807609370412776
2010-03-02,87.97434997558594,110.32826009805146,59.3228537895797,0.3708755337653997,-0.02827250203740994
2010-03-03,88.05276489257812,110.51919869533901,59.748442841732285,0.468562184162451,0.07110500283149207
2010-03-04,88.31937408447266,110.7242437233199,61.233453271067496,0.5657999524354693,0.1700524102667882
2010-03-05,89.58174133300781,111.06463206967616,67.37209743133289,0.7595445827740832,0.2879588690660223
2010-03-08,89.59742736816406,111.37368533013826,67.44105808401565,0.90408936000388,0.4111916766858273
2010-03-09,89.74637603759766,111.67090945788335,68.13030818804368,1.0216390969523559,0.5332864787177858
2010-03-10,90.14625549316406,111.98828667293732,69.96806232298454,1.1415879917249327,0.6549510207097631
2010-03-11,90.52263641357422,112.32098752585384,71.6264038916023,1.259798009522413,0.7759237907009424
2010-03-12,90.53048706054688,112.62241173501067,71.66152007117117,1.3387440610794386,0.888490355094912
2010-03-15,90.55402374267578,112.89755569647804,71.77435207464643,1.3876064304881623,0.9883153511110025
2010-03-16,91.27537536621094,113.23433429724707,75.05467487301846,1.4819518383832104,1.0870440576686304
2010-03-17,91.81636047363281,113.60474147730622,77.19528355751888,1.592942762037481,1.1882249538240053
2010-03-18,91.76932525634766,113.93371599303532,76.57991481895183,1.656969896159211,1.2819747986382444
2010-03-19,91.30480194091797,114.12861648984216,66.41212016600082,1.6041754655820455,1.3464154029272477
2010-03-22,91.79296112060547,114.36409238178987,68.98201181280187,1.5932362388866608,1.3957798587040622
2010-03-23,92.43855285644531,114.65536407975019,72.03016172806963,1.631003685037797,1.4428248439910427
2010-03-24,91.98977661132812,114.86419291469245,67.09437700702753,1.5970605496422934,1.4736721005345814
2010-03-25,91.8401870727539,115.03483818872634,65.48365453565424,1.5372564467645162,1.4863890078442477
2010-03-26,91.78507995605469,115.1824413495805,64.86579546200724,1.4673357741300919,1.4825783519767084
2010-03-29,92.36772918701172,115.38657480034198,68.2737533478346,1.4542603029307628,1.4769147313181776
2010-03-30,92.43069458007812,115.57880383466414,68.62804411449181,1.4337435030227823,1.4682804724271352
2010-03-31,92.11573791503906,115.71445856099649,64.73552954247988,1.369671963163114,1.4485587463955654
2010-04-01,92.74560546875,115.9134836688881,68.57458452862033,1.3671663070880697,1.432280242568156
2010-04-05,93.50142669677734,116.1850767781284,72.45042370521774,1.4256281052474264,1.4309498140601056
2010-04-06,93.72189331054688,116.45742442560865,73.47787909127764,1.4773485315457293,1.4402295633822235
2010-04-07,93.1865005493164,116.63889350919112,66.94775107969319,1.447107746988621,1.4416052007943043
2010-04-08,93.5093002319336,116.84213067103258,68.75100296833465,1.439427191455522,1.4411695987515516
2010-04-09,94.12340545654297,117.1003393385733,71.8927872451903,1.4788817579998863,1.4487120330252636
2010-04-12,94.27299499511719,117.35201411139968,72.61502612661995,1.5080056969392501,1.4605707688570615
2010-04-13,94.34384155273438,117.58824964952933,72.9693691283208,1.5207710666211796,1.4726108308863821
2010-04-14,95.41458129882812,117.93158498252491,77.67094998067928,1.6214581357266553,1.5023802967530162
2010-04-15,95.49335479736328,118.25169668427804,77.97430852515822,1.6897956516869925,1.5398633726740971
2010-04-16,93.97381591796875,118.35732782938969,60.80434761516846,1.5706665530936021,1.5460240094067887
2010-04-19,94.32809448242188,118.49577028259858,62.85796863501734,1.4952029854725026,1.5358598037635989
2010-04-20,95.17052459716797,118.72297754390351,67.25166817309864,1.5041230419798808,1.5295124509790443
2010-04-21,94.9973373413086,118.90755767319698,65.5351436327785,1.476463836989609,1.5189027276090818
2010-04-22,95.2807388305664,119.10884243332694,67.01863253101462,1.46660168051703,1.508442517739461
2010-04-23,95.90272521972656,119.3662110993846,70.06387358901118,1.5050187865866036,1.5077577714852597
2010-04-26,95.54056549072266,119.5552201714374,66.22929864347262,1.4813483484324337,1.5024758867288777
2010-04-27,93.2809829711914,119.45278084091463,48.42270025050653,1.2174576913247108,1.4454722463890854
2010-04-28,93.98954010009766,119.44584676003093,52.71597186094222,1.068485588944256,1.370074913567964
2010-04-29,95.15477752685547,119.5805686969769,58.790772818935984,1.0574400352154498,1.307547937013656
2010-04-30,93.54078674316406,119.50716094531836,49.3358736935974,0.873475402719535,1.2207334291731489
2010-05-03,94.75325775146484,119.58745100184582,55.168713952365614,0.8420469791222587,1.144996138477832
2010-05-04,92.52515411376953,119.3905066097501,44.931517596841466,0.5823973196749392,1.0324763739029472
2010-05-05,91.97405242919922,119.14564695836206,42.81520268981423,0.31656782406855655,0.8892946631071036
2010-05-06,88.91926574707031,118.55452514420804,33.419164951471885,-0.20443962144562988,0.6705478051833907
2010-05-07,87.59658813476562,117.85969375560525,30.3168009900169,-0.7441631623961342,0.3876056106190868
2010-05-10,91.45441436767578,117.6977942835725,46.04840425401512,-0.7680679941034754,0.156470888989427
2010-05-11,91.19459533691406,117.51988520283292,45.30656323594084,-0.8043413118685692,-0.03569155163787044
2010-05-12,92.47006225585938,117.51322836321444,49.59912336613073,-0.6944800340068866,-0.16744924836163613
2010-05-13,91.32054901123047,117.3681427133093,46.088401829084205,-0.7168607987692326,-0.27733155860992487
2010-05-14,89.66722106933594,117.03685775139087,41.53451148515869,-0.8936153319516791,-0.4005883134279301
2010-05-17,89.71441650390625,116.74284433610839,41.711714653526826,-1.017129404075348,-0.5238965316771872
2010-05-18,88.49411010742188,116.3292063085165,38.467928466715534,-1.2258698702550106,-0.664291199501848
2010-05-19,87.99021911621094,115.89401168853304,37.18216043018776,-1.4264626173978314,-0.8167254831758061
2010-05-20,84.66775512695312,115.09833815499285,30.049934987227687,-1.9038083908718875,-1.0341420648231485
2010-05-21,85.90384674072266,114.52798562222245,35.04215508962294,-2.1309214216759074,-1.253497936280973
2010-05-24,84.80159759521484,113.87861785583696,32.79454566138622,-2.3961979207480084,-1.4820379332471214
2010-05-25,84.88817596435547,113.3015778878442,33.15731883876924,-2.567954296248658,-1.6992212059027296
2010-05-26,84.37647247314453,112.71759162203263,32.05616946209514,-2.7250841504123144,-1.9043937948464411
2010-05-27,87.20291900634766,112.53114693337116,43.26333683122803,-2.530863764959264,-2.029687788889424
2010-05-28,86.10855102539062,112.23007448615132,40.4792507467189,-2.460697070315632,-2.115889645185904
2010-06-01,84.65988159179688,111.78243330166347,37.077791026759094,-2.5244114928326695,-2.1975940147237787
2010-06-02,86.86438751220703,111.64410232156487,44.69385654640872,-2.3222675700860407,-2.2225287257983113
2010-06-03,87.16353607177734,111.55513768011204,45.65522777341517,-2.107123008924958,-2.1994475824221
2010-06-04,84.10089874267578,111.10416102013167,38.313144574297084,-2.2247799864668707,-2.2045140632313243
2010-06-07,83.05377197265625,110.56946686728692,36.17133565633985,-2.3976773244531984,-2.2431467154773497
2010-06-08,83.94344329833984,110.1933198228588,39.27730202023485,-2.415690546648861,-2.277655481712831
2010-06-09,83.49468231201172,109.7987110077892,38.26579087640108,-2.447733705623534,-2.311671126495902
2010-06-10,85.9353256225586,109.73692812991978,46.3570031688366,-2.197698422764745,-2.288876585749172
2010-06-11,86.3526382446289,109.73150635114497,47.62099146742799,-1.9344851116410382,-2.217998290926305
2010-06-14,86.21875762939453,109.71041042584336,47.23652188054626,-1.7197771251206007,-2.1183540577637694
2010-06-15,88.17919158935547,109.92846924846337,53.19694601607173,-1.3333583875229067,-1.9613549237138386
2010-06-16,88.14765930175781,110.12195042606855,53.09318405765868,-1.0186044063804047,-1.7728048202454627
